flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
147,4,147,120,27,0,4,151,`97,reset_reason.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
56,13,56,56,0,0,13,69,`45,wdt_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3001,246,2992,1492,1500,9,237,3238,`ca6,gpio_driver_base.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3047,4,3047,2028,1019,0,4,3051,`beb,bk_api_ipc.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
458,24,458,428,30,0,24,482,`1e2,amp_res_lock.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1083,256,1083,862,221,0,256,1339,`53b,spinlock.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
286,0,286,286,0,0,0,286,`11e,sys_int_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
318,0,318,318,0,0,0,318,`13e,sys_clock_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
664,0,664,152,512,0,0,664,`298,interrupt_base.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
40,0,40,40,0,0,0,40,`28,aon_pmu_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1431,673,1431,1416,15,0,673,2104,`838,mailbox_channel.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1024,120,1024,956,68,0,120,1144,`478,mb_ipc_cmd.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
104,0,104,104,0,0,0,104,`68,mb_chnl_buff.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1768,0,1768,1768,0,0,0,1768,`6e8,interrupt.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
78,0,78,38,40,0,0,78,`4e,sys_driver_common.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
256,111,256,256,0,0,111,367,`16f,mbox0_adapter.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
428,25,428,404,24,0,25,453,`1c5,mbox0_drv.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
70,0,70,70,0,0,0,70,`46,mbox0_cross_core.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
252,17,252,252,0,0,17,269,`10d,flash_notify.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3346,10,3346,2012,1334,0,10,3356,`d1c,flash_client.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
116,0,116,116,0,0,0,116,`74,driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
106,0,106,106,0,0,0,106,`6a,sys_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
172,0,172,172,0,0,0,172,`ac,sys_ps_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
26,0,26,26,0,0,0,26,`1a,sys_psram_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
24,460,24,24,0,0,460,484,`1e4,drv_model.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
360,33,360,360,0,0,33,393,`189,timer_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3195,141,3147,2732,415,48,93,3288,`cd8,uart_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
4506,0,4506,4388,118,0,0,4506,`119a,printf.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
267,10,267,168,99,0,10,277,`115,saradc_client.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
64,4,64,64,0,0,4,68,`44,saradc_notify.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1346,28,1346,1176,170,0,28,1374,`55e,pwr_clk.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
444,560,444,444,0,0,560,1004,`3ec,pm_ap_misc.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
745,4,745,440,305,0,4,749,`2ed,pm_ap_core.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1779,45,1779,1460,319,0,45,1824,`720,h264_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1413,13,1413,996,417,0,13,1426,`592,rott_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1092,81,1092,920,172,0,81,1173,`495,yuv_buf_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3277,44,3273,2824,449,4,40,3317,`cf5,hw_scale_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
10,0,10,10,0,0,0,10,`a,sys_usb_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3544,669,3544,3286,258,0,669,4213,`1075,dma_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3267,153,3267,3000,267,0,153,3420,`d5c,i2c_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2837,257,2837,2708,129,0,257,3094,`c16,pwm_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
6941,303,6941,6440,501,0,303,7244,`1c4c,i2s_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2645,63,2645,2282,363,0,63,2708,`a94,lcd_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1235,45,1235,974,261,0,45,1280,`500,jpeg_dec_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
688,25,688,564,124,0,25,713,`2c9,dma2d_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
156,13,156,156,0,0,13,169,`a9,trng_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
597,0,597,196,401,0,0,597,`255,flash_partition.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3529,147,3433,3020,413,96,51,3580,`dfc,spi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
32,64,32,32,0,0,64,96,`60,spi_statis.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1073,25,1049,936,113,24,1,1074,`432,qspi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2797,30,2772,2200,572,25,5,2802,`af2,lcd_qspi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
840,71,834,804,30,6,65,905,`389,jpeg_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
233,2,233,168,65,0,2,235,`eb,psram_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
104,8,104,104,0,0,8,112,`70,aon_rtc_driver_64bit.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3046,30,3046,2260,786,0,30,3076,`c04,sdio_host_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
588,21,588,588,0,0,21,609,`261,aud_common_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1159,0,1159,966,193,0,0,1159,`487,aud_adc_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
880,0,880,680,200,0,0,880,`370,aud_dmic_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1288,0,1288,1054,234,0,0,1288,`508,aud_dac_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
668,0,668,668,0,0,0,668,`29c,audio_ring_buff.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
4144,1753,3736,3268,468,408,1345,5489,`1571,mb_ipc.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
141,0,141,88,53,0,0,141,`8d,mb_ipc_heartbeat.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
676,0,676,276,400,0,0,676,`2a4,gpio_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
550,8,550,412,138,0,8,558,`22e,pm_ap_demo.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
666,0,666,666,0,0,0,666,`29a,sys_audio_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
572,4,572,572,0,0,4,576,`240,sys_video_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
104,0,104,104,0,0,0,104,`68,sys_bt_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
718,0,718,678,40,0,0,718,`2ce,lcd_spi.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
89,0,89,52,37,0,0,89,`59,qspi_flash_common.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1625,44,1581,1132,449,44,0,1625,`659,qspi_flash_W25Q32.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2018,44,1974,1436,538,44,0,2018,`7e2,qspi_flash_GD5F1GQ5.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1631,44,1587,1172,415,44,0,1631,`65f,qspi_flash_GD25Q127C.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1020,0,1020,872,148,0,0,1020,`3fc,spi_flash.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3273,62,3269,2480,789,4,58,3331,`d03,sd_card_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
92173,6811,91417,75778,15639,756,6055,98228,`17fb4,armino/driver/libdriver.a,armino/driver/libdriver.a
1185,75,1184,1082,102,1,74,1259,`4eb,printf.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
24,0,24,24,0,0,0,24,`18,reboot.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
36,1,36,36,0,0,1,37,`25,printf_base.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
54,0,54,54,0,0,0,54,`36,delay.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
34,0,34,34,0,0,0,34,`22,tick.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
1333,76,1332,1230,102,1,75,1408,`580,armino/bk_system/libbk_system.a,armino/bk_system/libbk_system.a
260,4,260,172,88,0,4,264,`108,components_init.c.obj (ex armino/bk_init/libbk_init.a),armino/bk_init/libbk_init.a
213,0,213,164,49,0,0,213,`d5,bk_init.c.obj (ex armino/bk_init/libbk_init.a),armino/bk_init/libbk_init.a
473,4,473,336,137,0,4,477,`1dd,armino/bk_init/libbk_init.a,armino/bk_init/libbk_init.a
2116,11,2114,1660,454,2,9,2125,`84d,cli_main.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
1084,16,1084,774,310,0,16,1100,`44c,cli_pwr.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
41,0,41,12,29,0,0,41,`29,cli_iperf.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
1274,0,1274,748,526,0,0,1274,`4fa,cli_netif.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
3103,36,3103,2360,743,0,36,3139,`c43,cli_i2s.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
5659,3207,5628,5204,424,31,3176,8835,`2283,shell_task.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
1318,276,1042,1010,32,276,0,1318,`526,shell_mailbox_cp1.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
800,0,800,372,428,0,0,800,`320,cli_modem.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
912,0,912,712,200,0,0,912,`390,cli_event.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
16307,3546,15998,12852,3146,309,3237,19544,`4c58,armino/bk_cli/libbk_cli.a,armino/bk_cli/libbk_cli.a
1062,16,1062,664,398,0,16,1078,`436,tkl_sleep.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
280,16,280,280,0,0,16,296,`128,tuya_tkl_ipc.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
400,12,400,346,54,0,12,412,`19c,tkl_hci_1.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
836,20,836,484,352,0,20,856,`358,tkl_wakeup.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
603,4,603,340,263,0,4,607,`25f,tkl_memory.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
369,0,369,314,55,0,0,369,`171,tkl_mutex.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
176,0,176,176,0,0,0,176,`b0,tkl_semaphore.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
195,4,195,146,49,0,4,199,`c7,tkl_system.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
251,16,251,160,91,0,16,267,`10b,tkl_ipc.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
3760,61,3716,2774,942,44,17,3777,`ec1,tkl_wifi.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
424,4,424,396,28,0,4,428,`1ac,tkl_flash.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
324,84,240,216,24,84,0,324,`144,tkl_pinmux.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1076,684,392,328,64,684,0,1076,`434,tkl_gpio.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
2076,80,2060,1892,168,16,64,2140,`85c,tkl_i2c.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1588,16,1576,1020,556,12,4,1592,`638,qflash.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
750,729,750,712,38,0,729,1479,`5c7,tuya_dma.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1944,0,1944,1618,326,0,0,1944,`798,tkl_network.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
20,0,20,20,0,0,0,20,`14,tkl_output.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
206,0,206,206,0,0,0,206,`ce,tkl_queue.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
196,0,196,196,0,0,0,196,`c4,tkl_thread.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
73,0,73,36,37,0,0,73,`49,tkl_watchdog.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1477,8,1477,1364,113,0,8,1485,`5cd,tkl_rgb.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
577,195,576,564,12,1,194,771,`303,tkl_pwm.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
420,4,420,270,150,0,4,424,`1a8,tkl_uart.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
646,8,646,538,108,0,8,654,`28e,tkl_dma2d.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1175,0,1175,788,387,0,0,1175,`497,tkl_fs.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1627,1172,1623,1250,373,4,1168,2795,`aeb,tkl_ota.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1640,36,1640,1096,544,0,36,1676,`68c,ota_head.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
44,0,44,44,0,0,0,44,`2c,tuya_list.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
456,0,456,456,0,0,0,456,`1c8,tuya_queue.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
364,0,364,364,0,0,0,364,`16c,tuya_ringbuf.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
340,0,340,340,0,0,0,340,`154,encrypt.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
715,0,715,336,379,0,0,715,`2cb,fs_init.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
126,0,126,108,18,0,0,126,`7e,tkl_otp_flash.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
0,4,0,0,0,0,4,4,`4,tkl_cellular.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
26216,3173,25371,19842,5529,845,2328,28544,`6f80,armino/tuyaos_adapter/libtuyaos_adapter.a,armino/tuyaos_adapter/libtuyaos_adapter.a
117,85,32,32,0,85,0,117,`75,mpu_cfg.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
1618,0,1618,1618,0,0,0,1618,`652,sys_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
254,0,254,158,96,0,0,254,`fe,aon_pmu_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
112,0,112,112,0,0,0,112,`70,timer_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
590,4,590,536,54,0,4,594,`252,sys_pm_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
770,1,770,770,0,0,1,771,`303,i2s_hal.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
160,0,160,32,128,0,0,160,`a0,jpeg_ll.c.obj (ex armino/bk7258_ap/libbk7258_ap.a),armino/bk7258_ap/libbk7258_ap.a
3621,90,3536,3258,278,85,5,3626,`e2a,armino/bk7258_ap/libbk7258_ap.a,armino/bk7258_ap/libbk7258_ap.a
150,0,150,150,0,0,0,150,`96,wdt_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
3016,4,3016,1632,1384,0,4,3020,`bcc,gpio_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
1150,0,1150,1054,96,0,0,1150,`47e,mbox0_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
754,0,754,754,0,0,0,754,`2f2,lcd_disp_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
160,0,160,160,0,0,0,160,`a0,timer_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
498,0,498,460,38,0,0,498,`1f2,dma_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
1232,0,1232,922,310,0,0,1232,`4d0,spi_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
576,0,576,576,0,0,0,576,`240,i2c_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
330,0,330,330,0,0,0,330,`14a,uart_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
2136,0,2136,2130,6,0,0,2136,`858,pwm_hal_v1px.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
80,0,80,80,0,0,0,80,`50,trng_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
1525,4,1525,1486,39,0,4,1529,`5f9,qspi_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
308,0,308,308,0,0,0,308,`134,jpeg_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
518,0,518,518,0,0,0,518,`206,yuv_buf_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
664,0,664,664,0,0,0,664,`298,h264_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
6,0,6,6,0,0,0,6,`6,psram_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
24,0,24,24,0,0,0,24,`18,aud_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
160,0,160,160,0,0,0,160,`a0,sdio_host_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
664,0,664,664,0,0,0,664,`298,dma2d_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
3264,224,3200,3036,164,64,160,3424,`d60,jpeg_dec_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
232,0,232,232,0,0,0,232,`e8,scale0_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
232,0,232,232,0,0,0,232,`e8,scale1_hal.c.obj (ex armino/common/libcommon.a),armino/common/libcommon.a
17679,232,17615,15578,2037,64,168,17847,`45b7,armino/common/libcommon.a,armino/common/libcommon.a
241,32,241,236,5,0,32,273,`111,system_main.c.obj (ex armino/bk_startup/libbk_startup.a),armino/bk_startup/libbk_startup.a
10,0,10,10,0,0,0,10,`a,rtos_init.c.obj (ex armino/bk_startup/libbk_startup.a),armino/bk_startup/libbk_startup.a
251,32,251,246,5,0,32,283,`11b,armino/bk_startup/libbk_startup.a,armino/bk_startup/libbk_startup.a
2428,17,2428,1950,478,0,17,2445,`98d,event.c.obj (ex armino/bk_event/libbk_event.a),armino/bk_event/libbk_event.a
2428,17,2428,1950,478,0,17,2445,`98d,armino/bk_event/libbk_event.a,armino/bk_event/libbk_event.a
2093,33,2092,1892,200,1,32,2125,`84d,audio_dbgtool_intf.c.obj (ex armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a),armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a
1200,40,1200,896,304,0,40,1240,`4d8,audio_param_ctrl.c.obj (ex armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a),armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a
3293,73,3292,2788,504,1,72,3365,`d25,armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a,armino/bk_aud_param_ctrl/libbk_aud_param_ctrl.a
3013,16,3013,2466,547,0,16,3029,`bd5,aec_v3_algorithm.c.obj (ex armino/aec_v3_algorithm/libaec_v3_algorithm.a),armino/aec_v3_algorithm/libaec_v3_algorithm.a
3013,16,3013,2466,547,0,16,3029,`bd5,armino/aec_v3_algorithm/libaec_v3_algorithm.a,armino/aec_v3_algorithm/libaec_v3_algorithm.a
4142,52,4142,2980,1162,0,52,4194,`1062,onboard_speaker_stream.c.obj (ex armino/onboard_speaker_stream/libonboard_speaker_stream.a),armino/onboard_speaker_stream/libonboard_speaker_stream.a
4142,52,4142,2980,1162,0,52,4194,`1062,armino/onboard_speaker_stream/libonboard_speaker_stream.a,armino/onboard_speaker_stream/libonboard_speaker_stream.a
3200,48,3200,2018,1182,0,48,3248,`cb0,onboard_mic_stream.c.obj (ex armino/onboard_mic_stream/libonboard_mic_stream.a),armino/onboard_mic_stream/libonboard_mic_stream.a
3200,48,3200,2018,1182,0,48,3248,`cb0,armino/onboard_mic_stream/libonboard_mic_stream.a,armino/onboard_mic_stream/libonboard_mic_stream.a
3608,56,3608,2556,1052,0,56,3664,`e50,onboard_dual_dmic_mic_stream.c.obj (ex armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a),armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a
3608,56,3608,2556,1052,0,56,3664,`e50,armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a,armino/onboard_dual_dmic_mic_stream/libonboard_dual_dmic_mic_stream.a
1542,797,778,778,0,764,33,1575,`627,pm.c.obj (ex armino/bk_pm/libbk_pm.a),armino/bk_pm/libbk_pm.a
48,0,48,48,0,0,0,48,`30,pm_misc.c.obj (ex armino/bk_pm/libbk_pm.a),armino/bk_pm/libbk_pm.a
1590,797,826,826,0,764,33,1623,`657,armino/bk_pm/libbk_pm.a,armino/bk_pm/libbk_pm.a
2959,12,2959,1764,1195,0,12,2971,`b9b,voice_cli.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
8058,0,8058,4444,3614,0,0,8058,`1f7a,bk_voice_service.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
1426,44,1426,900,526,0,44,1470,`5be,bk_voice_read_service.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
2301,44,2301,1564,737,0,44,2345,`929,bk_voice_write_service.c.obj (ex armino/bk_voice_service/libbk_voice_service.a),armino/bk_voice_service/libbk_voice_service.a
14744,100,14744,8672,6072,0,100,14844,`39fc,armino/bk_voice_service/libbk_voice_service.a,armino/bk_voice_service/libbk_voice_service.a
610,0,610,272,338,0,0,610,`262,ap_main.c.obj (ex armino/ap/libap.a),armino/ap/libap.a
610,0,610,272,338,0,0,610,`262,armino/ap/libap.a,armino/ap/libap.a
12692,0,12692,11022,1670,0,0,12692,`3194,aec.c.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
9090,0,9090,6970,2120,0,0,9090,`2382,aec_fft.c.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
16050,0,16050,15872,178,0,0,16050,`3eb2,gtcrn.c.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
900,0,900,900,0,0,0,900,`384,asm_pt_cv0.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
258,0,258,258,0,0,0,258,`102,asm_pt_cv1.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
